Simple e-shop;10;3;4;7;3;2;9;0.1;1;1;1.0;2.2;20.0;1;1;1
CIMS PL;10;9;5;8;2;0;8;0.0;0;0;0.0;4.5;1.0;0;0;1
eshop;10;3;4;6;3;2;8;0.2;1;1;1.0;1.8333333330000001;9.0;1;1;1
Mobile Phone Software;10;2;4;7;3;2;10;0.2;2;1;1.0;2.2;14.0;1;1;1
Ubuntu;11;3;4;7;3;3;7;0.09090909091;0;0;1.0;1.857142857;12.0;0;3;1
UPL;11;3;2;7;6;2;7;0.1818181818;0;0;0.0;2.0;18.0;1;1;1
NovoSiga;11;3;6;8;5;2;9;0.2727272727;1;0;1.0;2.4;20.0;0;2;1
Loja Virtual;11;3;2;7;4;2;9;0.09090909091;0;2;1.0;2.0;56.0;2;0;1
Webshop_SPLE2014_Chalmers;11;5;6;8;3;2;10;0.09090909091;1;1;1.0;2.4;8.0;1;1;1
E-portal;11;5;4;8;4;1;8;0.2727272727;0;0;0.0;2.75;16.0;1;0;1
Mobile Media v3;11;9;2;7;3;0;7;0.09090909091;0;0;0.0;2.5;2.0;0;0;1
ETRobocon;11;3;2;8;3;1;8;0.2727272727;0;0;0.0;2.75;120.0;1;0;1
Multiplicador de n matrices;12;2;4;8;3;3;8;0.1666666667;0;0;0.5;2.0;18.0;0;3;1
E-commerce system1;12;9;2;8;3;0;8;0.1666666667;0;0;0.0;2.75;3.0;0;0;1
Text Editor;12;4;2;7;5;1;7;0.3333333333;0;0;1.0;2.0;11.0;0;1;1
Eshop-ufrj;12;3;4;8;3;3;8;0.08333333333;0;0;0.0;2.0;48.0;2;1;1
Alarm System;13;2;6;10;3;4;12;0.1538461538;1;1;1.0;2.285714286;42.0;2;2;1
NCV_Simulation;13;7;2;7;5;1;7;0.23076923079999997;0;0;0.0;1.857142857;18.0;1;0;1
Mobile Media;13;5;3;8;3;2;10;0.1538461538;1;1;1.0;2.0;24.0;1;1;1
MiniRPG;13;8;2;7;3;0;7;0.3076923077;0;0;0.0;2.0;16.0;0;0;1
Video On Demand FM;13;4;6;10;3;3;15;0.07692307692000001;2;3;0.75;2.5;16.0;2;1;1
Homepage based on wiki;13;5;2;8;4;2;8;0.23076923079999997;0;0;0.0;2.0;28.0;1;1;1
G10-music player;13;6;2;11;2;1;11;0.0;0;0;0.0;4.333333333;63.0;1;0;1
MoviesApp PL;13;4;4;7;4;3;7;0.1538461538;0;0;0.0;1.6666666669999999;24.0;0;3;1
Mobile Media;14;8;3;8;3;2;8;0.14285714289999998;0;0;1.0;1.875;6.0;0;2;1
SHIFT QAs;14;4;2;8;5;4;8;0.0;0;0;0.0;1.7;24.0;1;3;1
Pip;14;13;8;12;2;0;12;0.0;0;0;0.0;6.5;1.0;0;0;1
pruebapalabras;14;4;3;8;4;3;8;0.07142857142999999;0;0;0.0;1.7777777780000001;72.0;2;1;1
Buzzard Radio play DB;14;2;8;12;4;4;14;0.21428571429999999;0;2;1.0;2.833333333;448.0;4;0;1
Mobile media v4;14;11;2;9;3;0;9;0.14285714289999998;0;0;0.0;2.6;4.0;0;0;1
AGORA;14;4;3;8;4;3;8;0.21428571429999999;0;0;0.0;1.7777777780000001;120.0;3;0;1
Web Content Delivery;15;1;5;10;5;4;17;0.2666666667;5;2;0.8333333333;2.0;23.0;1;3;1
UPT TAM;15;5;2;8;5;4;8;0.06666666667;0;0;0.0;1.636363636;40.0;2;2;1
Mobile media v5;15;11;2;10;3;0;10;0.2;0;0;0.0;2.8;8.0;0;0;1
Flight Reservations;15;5;4;10;5;4;12;0.0;0;2;1.0;2.0;126.0;4;0;1
e-commerce;15;4;4;11;4;2;11;0.2;0;0;0.0;2.666666667;213.0;1;1;1
Cars xpto;15;4;2;8;5;4;8;0.1333333333;0;0;0.0;1.636363636;72.0;2;2;1
Mobile Media;16;6;3;10;3;2;10;0.25;0;0;0.0;2.125;140.0;1;1;1
modelo mobilemedia;16;10;3;10;3;1;11;0.1875;1;0;1.0;2.285714286;12.0;0;1;1
MobileMedia_BrunoMartins;16;6;3;10;3;2;10;0.25;0;0;0.0;2.125;140.0;1;1;1
Simaldores de Engenharia de Software;16;4;6;11;3;4;11;0.125;0;0;0.0;2.111111111;96.0;0;4;1
Sisgeo;16;3;3;12;4;2;14;0.125;0;2;1.0;2.833333333;1337.0;2;0;1
Middle Office;16;14;5;10;3;0;10;0.0625;0;0;0.0;2.5;2.0;0;0;1
Mobile Media Adriano Lages;17;5;3;11;3;2;11;0.2941176471;0;0;0.0;2.25;420.0;1;1;1
Mobile Media until relase 7;17;9;3;12;3;1;12;0.23529411760000002;0;0;0.0;2.833333333;112.0;1;0;1
LscSpecSemantics;17;5;4;10;4;5;10;0.058823529410000006;0;0;0.0;1.75;40.0;0;5;1
SIGA-lctf-fta;17;7;8;12;5;3;12;0.11764705880000001;0;0;0.0;2.375;196.0;3;0;1
AudioPlayer;17;9;3;12;4;1;12;0.2941176471;0;0;0.0;2.833333333;96.0;1;0;1
Stack PL;17;2;5;11;4;4;11;0.23529411760000002;0;0;0.0;2.0;432.0;1;3;1
Gsist;17;8;8;13;3;3;13;0.058823529410000006;0;0;0.0;2.714285714;84.0;2;1;1
Car Software System;18;7;2;12;5;3;12;0.1666666667;0;0;1.0;2.222222222;70.0;2;1;1
OnlineExamPL;18;12;5;11;5;1;11;0.1666666667;0;0;1.0;2.25;10.0;1;0;1
Mobile media v6;18;13;2;12;3;0;12;0.22222222219999999;0;0;0.0;2.833333333;16.0;0;0;1
RST Game;19;3;5;13;3;5;13;0.10526315789999999;0;0;0.0;2.090909091;1440.0;2;3;1
Siga;19;4;3;12;4;4;16;0.1578947368;2;2;1.0;2.0;192.0;2;2;1
ISA11/12_pgr;19;5;6;13;3;4;20;0.1578947368;6;1;1.0;2.2;72.0;1;3;1
SimulesSPLBruno;19;15;4;13;3;0;13;0.1578947368;0;0;0.0;3.0;8.0;0;0;1
Mobile Phone;20;9;4;13;4;2;13;0.3;0;0;1.0;2.333333333;162.0;1;1;1
Respaldo de base de datos (Poda);20;18;3;15;3;0;15;0.05;0;0;0.0;3.8;2.0;0;0;1
Monitor Engine;20;10;2;13;4;7;13;0.1;0;0;0.0;1.857142857;4.0;2;5;1
FAME-DBMS;21;6;4;13;6;5;13;0.1904761905;0;0;0.0;1.9230769230000002;320.0;0;5;1
StoreFrontSystem;22;8;7;15;6;4;15;0.1818181818;0;0;0.0;2.272727273;1216.0;4;0;1
JCalc_LPS;22;5;7;17;3;3;17;0.2727272727;0;0;0.0;3.0;1152.0;0;3;1
VOTE4ME Serveur;23;5;5;15;7;7;15;0.0;0;0;0.0;1.9333333330000002;810.0;4;3;1
portafolioContreras;22;6;5;15;4;4;15;0.2272727273;0;0;0.0;2.272727273;1536.0;2;2;1
Mobile Media v7;23;15;3;14;4;1;14;0.2173913043;0;0;0.0;2.3;80.0;1;0;1
B2B Website;24;18;3;18;4;0;18;0.20833333329999998;0;0;0.0;3.833333333;32.0;0;0;1
agis;24;7;6;16;5;4;20;0.2916666667;3;1;0.75;2.25;354.0;1;3;1
Counter Strike Simple Feature Model;24;4;3;17;4;5;20;0.125;0;3;1.5;2.333333333;18176.0;5;0;1
GMF_Eclipse_Reuso_UFRJ;25;23;6;18;2;0;18;0.04;0;0;0.0;3.428571429;2.0;0;0;1
MobilePhone;25;8;4;17;4;4;17;0.24;0;0;1.0;2.333333333;3528.0;4;0;1
eventos2;25;4;7;18;3;6;18;0.12;0;0;0.0;2.307692308;10584.0;2;4;1
Online Bookstore;25;6;3;16;5;6;18;0.12;0;2;1.0;2.0;3168.0;3;3;1
Assistencia domiciliar;25;6;7;16;4;7;18;0.12;0;2;1.0;1.9375;5796.0;7;0;1
prueba;26;9;5;18;4;3;20;0.2692307692;2;0;1.0;2.545454545;720.0;0;3;1
Mobile Media v8;26;16;3;16;4;1;16;0.23076923079999997;0;0;0.0;2.363636364;272.0;1;0;1
Sastm;30;5;4;20;5;7;28;0.1666666667;0;8;0.8333333333;2.1176470590000003;78240.0;7;0;1
Graph;30;16;1;19;6;3;19;0.23333333329999997;0;0;0.75;2.285714286;192.0;0;3;1
Reference Management Softwares Feature Model;31;7;4;23;4;4;24;0.2903225806;1;0;1.0;2.833333333;245760.0;3;1;1
Pricing;33;4;5;25;5;7;25;0.0303030303;0;0;0.0;2.6;673785.0;5;2;1
